tipo;codigo_ies;nombre_ies;tipo_institucion_i;tipo_institucion_ii;tipo_institucion_iii;año;variable;subvariable;valor
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nivel de formación;Sin información;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Arica y Parinacota;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Tarapacá;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Antofagasta;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Atacáma;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Coquimbo;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Valparaíso;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región Metropolitana;3,42300000000000e+03
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de O'Higgins;4,00000000000000e+00
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Maule;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Ñuble;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Bíobío;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de la Araucanía;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Ríos;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Lagos;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Aysén;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Magallanes y la Antártica;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Sin información;NA
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nacionalidad;Chileno;3,25000000000000e+03
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por nacionalidad;Extranjero;1,77000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio general de la institución;1,76124890574847e+01
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio de la institución Mujeres;1,70398050365556e+01
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio de la institución Hombres;1,79335154826958e+01
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por rango de horas contratadas;Menos de 11;1,37100000000000e+03
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por rango de horas contratadas;Entre 11 y menos de 23;1,20700000000000e+03
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por rango de horas contratadas;Entre 23 y menos de 39;1,32000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por rango de horas contratadas;Entre 39 y más;7,17000000000000e+02
Total;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por rango de horas contratadas;Sin información;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por Institución;Total Mujeres;4,76727272727273e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por Institución;Total Hombres;8,95045454545455e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por Institución;Total General;1,37177272727273e+03
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de Edad ponderado por JCE;Promedio de Edad Mujer;4,73246567505723e+01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de Edad ponderado por JCE;Promedio de Edad Hombre;5,03108780661219e+01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de Edad ponderado por JCE;Promedio de Edad por Institución;4,92730872460990e+01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad mujer;Menos de 35;6,32045454545455e+01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad mujer;Entre 35 y 44;1,59954545454545e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad mujer;Entre 45 y 54;1,26977272727273e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad mujer;Entre 55 y 64;8,28409090909091e+01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad mujer;Entre 65 y mas;4,37500000000000e+01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad mujer;Sin información;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad hombre;Menos de 35;9,55227272727273e+01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad hombre;Entre 35 y 44;2,70954545454545e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad hombre;Entre 45 y 54;2,06886363636364e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad hombre;Entre 55 y 64;1,55409090909091e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad hombre;Entre 65 y mas;1,66272727272727e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° JCE por rango edad hombre;Sin información;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE de la institución que trabajan en 1 o más instituciones;En 1 institución;1,13515909090909e+03
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE de la institución que trabajan en 1 o más instituciones;En 2 instituciones;1,85522727272727e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE de la institución que trabajan en 1 o más instituciones;En 3 o mas instituciones;5,10909090909091e+01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Doctor;5,72500000000000e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Magister;2,92113636363636e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Esp. Med./Odontológica;3,10227272727273e+01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Título Profesional;4,37159090909091e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Licenciatura;3,83863636363636e+01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Técnico de Nivel Superior;4,09090909090909e-01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Técnico de Nivel Medio;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Licencia de Enseñanza Media;1,81818181818182e-01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Sin Título ni Grado;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nivel de formación;Sin información;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Arica y Parinacota;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región  de Tarapacá;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Antofagasta;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Atacama;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Coquimbo;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Valparaíso;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región Metropolitana;1,37077272727273e+03
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de O'Higgins;1,00000000000000e+00
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Maule;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Ñuble;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Biobío;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de la Araucanía;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Ríos;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Lagos;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Aysén;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Magallanes y la Artártica;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por región en que se desempeña (orden geográfico);Sin información;NA
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nacionalidad;Chileno;1,27259090909091e+03
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por nacionalidad;Extranjero;9,91818181818182e+01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por rango de horas contratadas;Menos de 11;1,80931818181818e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por rango de horas contratadas;Entre 11 y menos de 23;3,95818181818182e+02
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por rango de horas contratadas;Entre 23 y menos de 39;7,70227272727273e+01
JCE;71;UNIVERSIDAD DE SANTIAGO DE CHILE;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de JCE por rango de horas contratadas;Entre 39 y más;7,18000000000000e+02
Total;72;UNIVERSIDAD DE VALPARAISO;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por insitución;Total Mujeres;8,13000000000000e+02
Total;72;UNIVERSIDAD DE VALPARAISO;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por insitución;Total Hombres;1,01400000000000e+03
Total;72;UNIVERSIDAD DE VALPARAISO;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° de académicos por insitución;Total General;1,82700000000000e+03
Total;72;UNIVERSIDAD DE VALPARAISO;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad Mujeres;4,60799507995080e+01
Total;72;UNIVERSIDAD DE VALPARAISO;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad Hombres;4,91992110453649e+01
Total;72;UNIVERSIDAD DE VALPARAISO;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad por institución;4,78111658456486e+01
Total;72;UNIVERSIDAD DE VALPARAISO;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Menos de 35;1,10000000000000e+02
